case_id,origin,case_dir,status,problems,missing_files,shape_consistent,spacing_consistent,affine_consistent,reference_shape,reference_spacing,reference_affine_hash,label_shape,label_spacing,label_values,invalid_label_values,label_0_voxels,label_1_voxels,label_2_voxels,label_3_voxels,label_4_voxels,et_voxels,tc_voxels,wt_voxels,has_et,voxel_volume_mm3,et_volume_mm3,tc_volume_mm3,wt_volume_mm3,t1n_path,t1n_shape,t1n_spacing,t1n_nonzero_voxels,t1n_mean,t1n_std,t1n_min,t1n_p01,t1n_median,t1n_p99,t1n_max,t1c_path,t1c_shape,t1c_spacing,t1c_nonzero_voxels,t1c_mean,t1c_std,t1c_min,t1c_p01,t1c_median,t1c_p99,t1c_max,t2w_path,t2w_shape,t2w_spacing,t2w_nonzero_voxels,t2w_mean,t2w_std,t2w_min,t2w_p01,t2w_median,t2w_p99,t2w_max,t2f_path,t2f_shape,t2f_spacing,t2f_nonzero_voxels,t2f_mean,t2f_std,t2f_min,t2f_p01,t2f_median,t2f_p99,t2f_max
BraTS-GLI-02789-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7143358,0,43244,0,34430,0,34430,77674,False,1.0,0.0,34430.0,77674.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-100/BraTS-GLI-02789-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",2042980,1652.2940673828125,619.5086059570312,0.000548612093552947,76.3127670288086,1756.1810302734375,2549.61669921875,3339.89404296875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-100/BraTS-GLI-02789-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",2042980,1667.3121337890625,600.8258056640625,0.0005286141531541944,104.27581787109375,1740.82568359375,3424.70361328125,8467.9208984375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-100/BraTS-GLI-02789-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",2042980,2044.983154296875,963.3984985351562,0.000338992103934288,97.5503921508789,1789.199951171875,4743.62890625,6934.20751953125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-100/BraTS-GLI-02789-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",2042578,797.1151733398438,344.682861328125,5.406432319432497e-05,19.001602172851562,876.3364868164062,1350.047607421875,1883.8740234375
BraTS-GLI-02789-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7142184,0,41544,0,37304,0,37304,78848,False,1.0,0.0,37304.0,78848.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-101/BraTS-GLI-02789-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1987958,2170.52001953125,667.593994140625,432.123291015625,722.3707275390625,2290.094482421875,3215.854248046875,4366.87841796875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-101/BraTS-GLI-02789-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1987958,1644.5062255859375,551.9537353515625,304.1611328125,498.09185791015625,1676.49658203125,3666.35400390625,7816.2451171875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-101/BraTS-GLI-02789-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1987958,1643.550048828125,707.8431396484375,144.2548828125,469.2713317871094,1414.94677734375,3715.452880859375,4586.34521484375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02789-101/BraTS-GLI-02789-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1987958,829.33544921875,329.0239562988281,53.607177734375,91.41506958007812,880.0786743164062,1390.3756103515625,2188.022705078125
BraTS-GLI-02790-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7095487,0,30311,0,95234,0,95234,125545,False,1.0,0.0,95234.0,125545.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-100/BraTS-GLI-02790-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1577447,1666.2899169921875,454.3874816894531,5.931779742240906e-05,84.29627990722656,1801.360595703125,2241.8564453125,3399.36376953125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-100/BraTS-GLI-02790-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1577447,1999.96484375,593.9674682617188,4.30084764957428e-05,121.45491790771484,2109.857666015625,3900.2919921875,7229.33203125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-100/BraTS-GLI-02790-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1577447,798.3182373046875,527.86328125,7.288996130228043e-06,27.085681915283203,616.7640380859375,2376.06787109375,2779.9248046875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-100/BraTS-GLI-02790-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1577376,460.0582275390625,169.8959197998047,2.5938672479242086e-05,15.140934944152832,481.18902587890625,806.9887084960938,1403.085205078125
BraTS-GLI-02790-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7093907,0,34001,0,93124,0,93124,127125,False,1.0,0.0,93124.0,127125.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-101/BraTS-GLI-02790-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1544318,1779.23583984375,384.9877014160156,343.000244140625,839.87744140625,1878.093505859375,2360.73876953125,4428.0419921875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-101/BraTS-GLI-02790-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1544318,2128.402099609375,544.9443969726562,467.4931640625,921.8597412109375,2187.52294921875,4205.810546875,7260.296875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-101/BraTS-GLI-02790-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1544318,878.9683837890625,541.8232421875,86.907470703125,248.3972625732422,670.1314697265625,2463.41064453125,2882.236328125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02790-101/BraTS-GLI-02790-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1544318,385.0354309082031,137.62242126464844,54.2200927734375,87.59933471679688,386.8675537109375,705.9016723632812,1247.2921142578125
BraTS-GLI-02791-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,1,2,3]",[],7097514,23261,77424,22833,0,22833,46094,123518,True,1.0,22833.0,46094.0,123518.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-100/BraTS-GLI-02791-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1873977,1800.7518310546875,480.4411315917969,9.316671639680862e-05,101.72282409667969,1949.602294921875,2419.266845703125,3878.634033203125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-100/BraTS-GLI-02791-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1873977,2041.8583984375,612.832275390625,8.568912744522095e-05,146.26637268066406,2109.447265625,4349.7001953125,7742.82470703125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-100/BraTS-GLI-02791-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1873977,840.3748779296875,471.4463195800781,2.5691580958664417e-05,37.98407745361328,681.7328491210938,2527.956298828125,2797.71435546875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-100/BraTS-GLI-02791-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1874148,577.0574951171875,201.189697265625,2.1161091353860684e-05,20.62788200378418,605.5430908203125,971.7402954101562,1638.26806640625
BraTS-GLI-02791-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,1,2,3]",[],7066158,29051,101756,24067,0,24067,53118,154874,True,1.0,24067.0,53118.0,154874.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-101/BraTS-GLI-02791-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1804309,2090.966064453125,423.7395935058594,645.69677734375,1012.2681884765625,2205.86181640625,2717.64990234375,4343.2822265625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-101/BraTS-GLI-02791-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1804309,2298.726318359375,612.8478393554688,685.337890625,1070.57666015625,2301.4150390625,5099.48828125,8861.9072265625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-101/BraTS-GLI-02791-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1804309,998.156494140625,535.87646484375,99.778076171875,320.93548583984375,800.40869140625,2900.669677734375,3345.91552734375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02791-101/BraTS-GLI-02791-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1804309,666.9852905273438,217.47457885742188,69.7698974609375,127.10606384277344,693.7149658203125,1089.1968994140625,1722.71826171875
BraTS-GLI-02792-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7070691,0,62233,0,88108,0,88108,150341,False,1.0,0.0,88108.0,150341.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-100/BraTS-GLI-02792-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1592761,1913.5916748046875,558.17626953125,0.00013967929407954216,102.56856536865234,2068.6181640625,2725.05029296875,4231.48583984375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-100/BraTS-GLI-02792-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1592761,2036.8333740234375,630.3959350585938,0.00014027394354343414,130.35299682617188,2157.56982421875,3907.60400390625,6787.115234375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-100/BraTS-GLI-02792-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1592761,867.4464111328125,461.4031066894531,0.00014760717749595642,31.158283233642578,720.4573974609375,2134.064208984375,2825.35107421875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-100/BraTS-GLI-02792-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1592804,492.8735046386719,212.53530883789062,5.7753968576435e-05,15.201116561889648,543.7704467773438,875.5618896484375,1408.0196533203125
BraTS-GLI-02792-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7040290,0,54292,0,126450,0,126450,180742,False,1.0,0.0,126450.0,180742.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-101/BraTS-GLI-02792-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1545300,1693.6641845703125,440.1279602050781,425.239990234375,775.1387939453125,1796.18017578125,2439.9892578125,3913.038818359375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-101/BraTS-GLI-02792-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1545300,1971.62109375,529.8310546875,419.55517578125,870.1708374023438,2080.25,3377.81201171875,5349.96533203125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-101/BraTS-GLI-02792-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1545300,990.3002319335938,573.443359375,74.718505859375,237.24313354492188,748.398193359375,2250.388671875,2926.353759765625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02792-101/BraTS-GLI-02792-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1545300,437.3013610839844,191.72738647460938,42.496826171875,59.8116455078125,467.76983642578125,843.1988525390625,1357.115966796875
BraTS-GLI-02793-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7032097,0,23087,0,165848,0,165848,188935,False,1.0,0.0,165848.0,188935.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-100/BraTS-GLI-02793-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1735124,1831.6748046875,656.1739501953125,0.00020147638861089945,90.6498794555664,1960.735107421875,2777.087158203125,4197.85986328125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-100/BraTS-GLI-02793-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1735124,2372.277099609375,905.726318359375,0.00025494972942397,143.58580017089844,2520.9814453125,5358.59521484375,10252.232421875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-100/BraTS-GLI-02793-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1735124,1140.141357421875,710.0282592773438,5.695271829608828e-05,41.31031799316406,854.3638916015625,2776.115234375,3290.755126953125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-100/BraTS-GLI-02793-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1735167,665.6497802734375,249.58154296875,0.0005904417484998703,21.580459594726562,705.0210571289062,1202.2813720703125,2273.00732421875
BraTS-GLI-02793-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7050267,0,19441,0,151324,0,151324,170765,False,1.0,0.0,151324.0,170765.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-101/BraTS-GLI-02793-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1638777,1945.0655517578125,481.3651428222656,452.479248046875,965.734130859375,2081.53466796875,2661.240966796875,3981.7705078125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-101/BraTS-GLI-02793-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1638777,2077.8623046875,592.3917846679688,494.10107421875,986.0848999023438,2169.0234375,4345.986328125,7155.59326171875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-101/BraTS-GLI-02793-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1638777,1222.8109130859375,776.585693359375,78.153564453125,225.46133422851562,870.794921875,2947.419921875,3650.709716796875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02793-101/BraTS-GLI-02793-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1638777,468.8594055175781,199.19805908203125,36.2689208984375,56.392547607421875,496.2166748046875,910.0773315429688,1423.5755615234375
BraTS-GLI-02794-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7189616,0,23181,359,7876,359,8235,31416,True,1.0,359.0,8235.0,31416.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-100/BraTS-GLI-02794-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1750460,521.7489624023438,181.77488708496094,1.7733389540808275e-05,28.438995361328125,555.570556640625,789.550537109375,1304.6217041015625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-100/BraTS-GLI-02794-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1750460,654.1937255859375,205.9001922607422,2.5263841962441802e-05,53.10169219970703,685.6057739257812,1217.9378662109375,2304.25244140625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-100/BraTS-GLI-02794-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1750460,801.0142822265625,510.8742370605469,2.2429459932027385e-05,46.38377380371094,620.0191650390625,2349.6357421875,3170.288330078125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-100/BraTS-GLI-02794-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1750083,387.87908935546875,150.4917755126953,6.747245788574219e-05,11.979393005371094,411.61114501953125,668.6531372070312,1061.044921875
BraTS-GLI-02794-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7189349,0,23543,471,7669,471,8140,31683,True,1.0,471.0,8140.0,31683.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-101/BraTS-GLI-02794-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1693002,614.0894165039062,174.4175262451172,93.4959716796875,219.9185791015625,644.49560546875,879.4615478515625,1392.6103515625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-101/BraTS-GLI-02794-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1693002,681.1702880859375,201.09848022460938,100.89599609375,220.80224609375,701.5977783203125,1355.7080078125,2484.1572265625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-101/BraTS-GLI-02794-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1693002,779.7476806640625,416.34814453125,13.12548828125,243.552978515625,637.114013671875,1986.875732421875,2796.389404296875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02794-101/BraTS-GLI-02794-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1693002,705.5188598632812,245.2763214111328,35.14990234375,75.50357055664062,754.6390380859375,1139.114501953125,1718.3443603515625
BraTS-GLI-02795-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,3,4]",[],7164386,0,25926,2165,28555,2165,30720,56646,True,1.0,2165.0,30720.0,56646.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-100/BraTS-GLI-02795-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1520251,629.8778686523438,210.82308959960938,2.183392643928528e-05,28.671131134033203,674.63525390625,936.09814453125,1354.4901123046875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-100/BraTS-GLI-02795-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1520251,728.37841796875,254.708251953125,5.879998207092285e-05,48.32139205932617,756.46240234375,1551.343994140625,2722.1591796875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-100/BraTS-GLI-02795-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1520251,960.3413696289062,500.39447021484375,3.240257501602173e-05,37.87506866455078,816.8134155273438,2434.4208984375,3198.107421875,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-100/BraTS-GLI-02795-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1520251,617.3370971679688,241.27081298828125,0.00015541911125183105,17.833404541015625,680.469482421875,1039.539794921875,1538.60205078125
BraTS-GLI-02795-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,1,2,3,4]",[],7151335,28,37919,3723,28027,3723,31778,69697,True,1.0,3723.0,31778.0,69697.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-101/BraTS-GLI-02795-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1461996,728.2940063476562,214.7348175048828,127.16357421875,250.19415283203125,756.3604736328125,1054.7923583984375,1398.3837890625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-101/BraTS-GLI-02795-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1461996,766.07421875,276.2141418457031,144.8291015625,222.47689819335938,761.4168701171875,1882.7613525390625,2763.416015625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-101/BraTS-GLI-02795-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1461996,1034.31396484375,508.49395751953125,110.03466796875,287.10968017578125,875.427490234375,2591.641357421875,3406.394775390625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02795-101/BraTS-GLI-02795-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1461996,752.148193359375,263.6662902832031,46.8994140625,69.77827453613281,797.720703125,1331.482421875,1737.7271728515625
BraTS-GLI-02796-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7164735,0,48117,0,8180,0,8180,56297,False,1.0,0.0,8180.0,56297.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-100/BraTS-GLI-02796-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1566393,1940.10400390625,544.2056884765625,0.0009882450103759766,73.28228759765625,2103.525390625,2606.639892578125,4276.59619140625,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-100/BraTS-GLI-02796-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1566393,2125.21875,645.1830444335938,0.0011193682439625263,102.43170928955078,2216.24365234375,4399.259765625,7947.74609375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-100/BraTS-GLI-02796-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1566393,702.0744018554688,380.7228088378906,0.00016541389049962163,25.391735076904297,588.0319213867188,2152.855224609375,2451.290283203125,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-100/BraTS-GLI-02796-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1566485,525.4813232421875,196.9891815185547,4.001054912805557e-05,11.974594116210938,548.2489013671875,956.5606079101562,1427.2164306640625
BraTS-GLI-02796-101,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-101,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7165123,0,48396,0,7513,0,7513,55909,False,1.0,0.0,7513.0,55909.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-101/BraTS-GLI-02796-101-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1507970,1558.19091796875,337.5018310546875,299.991455078125,656.1890258789062,1648.46630859375,2040.633056640625,3814.7255859375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-101/BraTS-GLI-02796-101-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1507970,2078.245849609375,542.6380004882812,371.27685546875,822.8755493164062,2121.291748046875,4356.28466796875,7353.08349609375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-101/BraTS-GLI-02796-101-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1507970,678.2332763671875,360.56317138671875,66.3759765625,184.38792419433594,552.7957763671875,2047.094482421875,2477.495849609375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02796-101/BraTS-GLI-02796-101-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1507970,518.5022583007812,179.78738403320312,54.8302001953125,91.775634765625,528.98095703125,936.739990234375,1351.9324951171875
BraTS-GLI-02797-100,training_data1_v2,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02797-100,ok,[],,True,True,True,"[182,218,182]","[1.0,1.0,1.0]",e6a526427309a557,"[182,218,182]","[1.0,1.0,1.0]","[0,2,4]",[],7212929,0,2572,0,5531,0,5531,8103,False,1.0,0.0,5531.0,8103.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02797-100/BraTS-GLI-02797-100-t1n.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1338635,2101.823974609375,616.917236328125,0.0013832752592861652,96.45054626464844,2280.447509765625,2898.18310546875,3664.810302734375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02797-100/BraTS-GLI-02797-100-t1c.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1338635,1970.505859375,627.8826904296875,0.001883483026176691,110.3057861328125,2044.940673828125,4279.48486328125,8191.0,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02797-100/BraTS-GLI-02797-100-t2w.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1338635,762.1371459960938,398.8889465332031,0.000732421875,30.536741256713867,636.22412109375,2169.966064453125,2415.892333984375,/Volumes/External M2/Datos/TFM-datasets/training_data1_v2/BraTS-GLI-02797-100/BraTS-GLI-02797-100-t2f.nii.gz,"[182,218,182]","[1.0,1.0,1.0]",1338605,507.36260986328125,196.41664123535156,2.2351741790771484e-05,13.619978904724121,555.2880249023438,844.1680908203125,1262.3343505859375
